incident_id,person_id,date,crime_type,modus_operandi,severity,location,persons_involved,description
825,161,2024-05-10,Coordination,Broker,Severe,City_9,161;367;38;244,Coordination operation led by Broker
826,254,2024-05-07,Robbery,Peripheral,High,City_7,254;77;331,Robbery operation led by Peripheral
827,186,2020-11-20,Weapons Supply,Enabler,High,City_7,186;309;279;187,Weapons Supply operation led by Enabler
828,152,2022-07-27,Extortion,Broker,Medium,City_3,152;337,Extortion operation led by Broker
829,50,2021-01-05,Weapons Supply,Enabler,Medium,City_5,50;192;221,Weapons Supply operation led by Enabler
830,244,2024-08-01,Document Forgery,Enabler,High,City_2,244;195;215,Document Forgery operation led by Enabler
831,366,2021-11-25,Robbery,Peripheral,High,City_3,366;2;179;460;198,Robbery operation led by Peripheral
832,229,2021-09-03,Arson,Peripheral,High,City_7,229;338;51;57,Arson operation led by Peripheral
833,18,2021-11-17,Territory Control,Coordinator,Medium,City_4,18;155;246,Territory Control operation led by Coordinator
834,476,2021-11-15,Robbery,Peripheral,Medium,City_4,476;2;289,Robbery operation led by Peripheral
835,310,2020-09-01,Arson,Peripheral,Medium,City_4,310;337;138;399;284,Arson operation led by Peripheral
836,352,2023-04-21,Extortion,Broker,High,City_6,352;492;296;357,Extortion operation led by Broker
837,249,2024-12-02,Intimidation,Peripheral,Low,City_5,249;323;120,Intimidation operation led by Peripheral
838,324,2022-09-10,Arson,Peripheral,High,City_8,324;341;66;32,Arson operation led by Peripheral
839,210,2021-02-08,Drug Trafficking,Enabler,Low,City_4,210;189;476;359,Drug Trafficking operation led by Enabler
840,5,2021-07-19,Intimidation,Peripheral,Medium,City_9,5;344;158,Intimidation operation led by Peripheral
841,196,2024-04-11,Intimidation,Peripheral,High,City_6,196;278;264,Intimidation operation led by Peripheral
842,117,2022-04-12,Resource Distribution,Broker,Severe,City_4,117;439;285;16,Resource Distribution operation led by Broker
843,413,2024-09-13,Robbery,Peripheral,High,City_6,413;150,Robbery operation led by Peripheral
844,298,2021-11-27,Coordination,Broker,Severe,City_8,298;337;471;406,Coordination operation led by Broker
845,178,2020-04-04,Coordination,Broker,Medium,City_8,178;105,Coordination operation led by Broker
846,300,2024-05-07,Weapons Supply,Enabler,High,City_9,300;368;491;369,Weapons Supply operation led by Enabler
847,95,2024-10-25,Drug Trafficking,Enabler,Severe,City_3,95;44;20;388;110,Drug Trafficking operation led by Enabler
848,317,2021-06-09,Extortion,Broker,High,City_8,317;125;337;18;473,Extortion operation led by Broker
849,361,2020-06-07,Drug Trafficking,Enabler,Low,City_2,361;22,Drug Trafficking operation led by Enabler
850,68,2022-12-16,Extortion,Broker,High,City_7,68;257;1;338,Extortion operation led by Broker
851,8,2020-02-02,Arson,Peripheral,Medium,City_3,8;16;491;196;401,Arson operation led by Peripheral
852,464,2024-11-30,Logistics,Enabler,Medium,City_3,464;213;390,Logistics operation led by Enabler
853,103,2024-06-20,Arson,Peripheral,High,City_4,103;407;381;270;114,Arson operation led by Peripheral
854,174,2023-02-28,Extortion,Broker,Low,City_6,174;160;88;155;131,Extortion operation led by Broker
855,281,2024-07-31,Extortion,Broker,High,City_6,281;299,Extortion operation led by Broker
856,58,2020-01-21,Arson,Peripheral,High,City_6,58;401;204;471,Arson operation led by Peripheral
857,346,2024-08-10,Collection,Peripheral,Low,City_10,346;326;205;52;334,Collection operation led by Peripheral
858,274,2023-01-01,Resource Distribution,Broker,Severe,City_9,274;14;359,Resource Distribution operation led by Broker
859,253,2021-12-23,Coordination,Broker,Medium,City_4,253;240;433;136;72,Coordination operation led by Broker
860,67,2024-11-06,Document Forgery,Enabler,Low,City_9,67;70,Document Forgery operation led by Enabler
861,223,2023-06-08,Arson,Peripheral,Medium,City_10,223;336,Arson operation led by Peripheral
862,344,2023-05-04,Intimidation,Peripheral,Low,City_1,344;479;420;45;334,Intimidation operation led by Peripheral
863,330,2023-07-24,Illegal Contracts,Broker,Low,City_8,330;284;317;24;42,Illegal Contracts operation led by Broker
864,293,2021-05-06,Collection,Peripheral,Low,City_5,293;333,Collection operation led by Peripheral
865,160,2023-03-15,Weapons Supply,Enabler,High,City_9,160;498;417;204,Weapons Supply operation led by Enabler
866,42,2022-02-16,Money Laundering,Coordinator,Severe,City_3,42;17;18;209,Money Laundering operation led by Coordinator
867,205,2020-06-15,Collection,Peripheral,Low,City_6,205;423;318;376;50,Collection operation led by Peripheral
868,410,2024-09-20,Weapons Supply,Enabler,High,City_10,410;41;210;342,Weapons Supply operation led by Enabler
869,405,2022-11-20,Logistics,Enabler,High,City_6,405;24,Logistics operation led by Enabler
870,489,2023-11-12,Weapons Supply,Enabler,High,City_3,489;134;112,Weapons Supply operation led by Enabler
871,467,2020-04-19,Drug Trafficking,Enabler,High,City_10,467;155;165;485;170,Drug Trafficking operation led by Enabler
872,136,2020-06-11,Coordination,Broker,High,City_6,136;38;88;74;234,Coordination operation led by Broker
873,265,2024-05-22,Drug Trafficking,Enabler,High,City_6,265;199;138,Drug Trafficking operation led by Enabler
874,175,2023-07-18,Collection,Peripheral,Medium,City_6,175;228;123;232;108,Collection operation led by Peripheral
875,135,2024-10-31,Collection,Peripheral,High,City_2,135;276;200;379;247,Collection operation led by Peripheral
876,78,2023-11-23,Resource Distribution,Broker,Low,City_8,78;157;108,Resource Distribution operation led by Broker
877,35,2023-10-26,Intimidation,Peripheral,Medium,City_10,35;263;48;195,Intimidation operation led by Peripheral
878,386,2020-03-14,Arson,Peripheral,Low,City_2,386;228;390,Arson operation led by Peripheral
879,220,2021-12-31,Weapons Supply,Enabler,High,City_6,220;63;189;205,Weapons Supply operation led by Enabler
880,14,2022-06-21,Drug Trafficking,Enabler,Medium,City_10,14;491;314,Drug Trafficking operation led by Enabler
881,115,2022-02-01,Arson,Peripheral,Low,City_10,115;397;205;371,Arson operation led by Peripheral
882,378,2022-08-14,Collection,Peripheral,Low,City_9,378;337,Collection operation led by Peripheral
883,380,2024-07-10,Intimidation,Peripheral,Low,City_1,380;45;30;20,Intimidation operation led by Peripheral
884,34,2023-09-07,Intimidation,Peripheral,Low,City_3,34;205;93;337;300,Intimidation operation led by Peripheral
885,465,2022-09-09,Arson,Peripheral,Severe,City_2,465;344;192,Arson operation led by Peripheral
886,112,2022-08-19,Document Forgery,Enabler,Medium,City_3,112;362;237;443,Document Forgery operation led by Enabler
887,406,2023-07-10,Extortion,Broker,High,City_1,406;129;14,Extortion operation led by Broker
888,492,2024-08-07,Illegal Contracts,Broker,Medium,City_8,492;359;439,Illegal Contracts operation led by Broker
889,161,2022-08-24,Illegal Contracts,Broker,Low,City_9,161;233;264,Illegal Contracts operation led by Broker
890,98,2021-11-22,Extortion,Broker,Low,City_5,98;332;313;294,Extortion operation led by Broker
891,143,2020-11-03,Arson,Peripheral,High,City_8,143;393;461,Arson operation led by Peripheral
892,390,2022-02-07,Logistics,Enabler,High,City_5,390;460,Logistics operation led by Enabler
893,337,2022-03-31,Weapons Supply,Enabler,High,City_8,337;129;27;40;37,Weapons Supply operation led by Enabler
894,401,2022-12-11,Arson,Peripheral,Low,City_2,401;132,Arson operation led by Peripheral
895,110,2020-09-29,Robbery,Peripheral,Medium,City_6,110;108;260;66,Robbery operation led by Peripheral
896,49,2022-05-24,Weapons Supply,Enabler,Medium,City_6,49;414,Weapons Supply operation led by Enabler
897,322,2024-08-20,Arson,Peripheral,Low,City_8,322;283;214;251,Arson operation led by Peripheral
898,324,2020-10-29,Robbery,Peripheral,Low,City_4,324;237,Robbery operation led by Peripheral
899,240,2020-09-13,Strategic Planning,Coordinator,Severe,City_3,240;239;480;161,Strategic Planning operation led by Coordinator
900,7,2024-12-30,Arson,Peripheral,Severe,City_6,7;426;145,Arson operation led by Peripheral
901,466,2024-01-16,Arson,Peripheral,Low,City_3,466;246;329;482,Arson operation led by Peripheral
902,355,2021-01-31,Intimidation,Peripheral,Low,City_4,355;132;490;231,Intimidation operation led by Peripheral
903,258,2023-01-25,Drug Trafficking,Enabler,Medium,City_5,258;1;401;20;371,Drug Trafficking operation led by Enabler
904,255,2020-08-02,Collection,Peripheral,Low,City_6,255;150;393;484,Collection operation led by Peripheral
905,234,2023-07-30,Coordination,Broker,Severe,City_2,234;299;490,Coordination operation led by Broker
906,69,2021-11-06,Illegal Contracts,Broker,High,City_3,69;304,Illegal Contracts operation led by Broker
907,69,2020-09-17,Resource Distribution,Broker,Severe,City_1,69;291;269,Resource Distribution operation led by Broker
908,126,2023-11-18,Illegal Contracts,Broker,High,City_1,126;202;201,Illegal Contracts operation led by Broker
909,291,2021-07-06,Weapons Supply,Enabler,Low,City_10,291;71;405;254,Weapons Supply operation led by Enabler
910,434,2024-05-06,Coordination,Broker,High,City_10,434;62;50,Coordination operation led by Broker
911,109,2021-09-12,Drug Trafficking,Enabler,Medium,City_4,109;136;112;93,Drug Trafficking operation led by Enabler
912,484,2022-04-14,Arson,Peripheral,Low,City_3,484;345;354,Arson operation led by Peripheral
913,285,2023-01-02,Weapons Supply,Enabler,Medium,City_9,285;127,Weapons Supply operation led by Enabler
914,165,2020-06-27,Robbery,Peripheral,Medium,City_5,165;484;66;252;431,Robbery operation led by Peripheral
915,96,2022-03-31,Collection,Peripheral,Low,City_1,96;137;327;135,Collection operation led by Peripheral
916,443,2024-03-22,Intimidation,Peripheral,Low,City_6,443;176;222;270;259,Intimidation operation led by Peripheral
917,304,2024-12-11,Resource Distribution,Broker,High,City_1,304;126;480;333,Resource Distribution operation led by Broker
918,216,2022-07-06,Illegal Contracts,Broker,Severe,City_5,216;474,Illegal Contracts operation led by Broker
919,167,2021-04-19,Intimidation,Peripheral,High,City_8,167;338;482;151;295,Intimidation operation led by Peripheral
920,1,2024-04-05,Document Forgery,Enabler,High,City_9,1;426;205;296,Document Forgery operation led by Enabler
921,368,2021-11-03,Arson,Peripheral,Severe,City_5,368;257;124,Arson operation led by Peripheral
922,163,2023-01-04,Arson,Peripheral,Medium,City_2,163;34,Arson operation led by Peripheral
923,414,2023-09-13,Drug Trafficking,Enabler,Severe,City_9,414;101;3,Drug Trafficking operation led by Enabler
924,359,2022-04-05,Illegal Contracts,Broker,Medium,City_2,359;285;109;490,Illegal Contracts operation led by Broker
925,170,2020-01-19,Arson,Peripheral,Medium,City_10,170;405,Arson operation led by Peripheral
926,485,2021-02-15,Weapons Supply,Enabler,Medium,City_2,485;307;171,Weapons Supply operation led by Enabler
927,22,2021-07-30,Document Forgery,Enabler,Medium,City_4,22;450;151;493;237,Document Forgery operation led by Enabler
928,42,2024-03-30,Strategic Planning,Coordinator,Severe,City_10,42;105;142;290,Strategic Planning operation led by Coordinator
929,287,2021-01-23,Arson,Peripheral,Medium,City_9,287;149,Arson operation led by Peripheral
930,52,2021-12-12,Collection,Peripheral,Low,City_9,52;137;103,Collection operation led by Peripheral
931,97,2024-03-25,Arson,Peripheral,High,City_3,97;193,Arson operation led by Peripheral
932,372,2022-09-17,Robbery,Peripheral,Medium,City_6,372;300;440;113,Robbery operation led by Peripheral
933,107,2021-05-16,Weapons Supply,Enabler,Medium,City_2,107;274,Weapons Supply operation led by Enabler
934,117,2020-02-13,Coordination,Broker,High,City_8,117;18;393;201;216,Coordination operation led by Broker
935,30,2022-03-30,Weapons Supply,Enabler,Medium,City_7,30;439;188;440;385,Weapons Supply operation led by Enabler
936,104,2020-06-26,Document Forgery,Enabler,High,City_6,104;24;69;65,Document Forgery operation led by Enabler
937,191,2022-06-19,Weapons Supply,Enabler,Low,City_8,191;412;321,Weapons Supply operation led by Enabler
938,212,2024-10-21,Resource Distribution,Broker,High,City_9,212;274,Resource Distribution operation led by Broker
939,28,2024-04-28,Intimidation,Peripheral,Low,City_3,28;413;276;47,Intimidation operation led by Peripheral
940,38,2024-07-17,Drug Trafficking,Enabler,Severe,City_4,38;168,Drug Trafficking operation led by Enabler
941,302,2024-02-12,Strategic Planning,Coordinator,High,City_1,302;65,Strategic Planning operation led by Coordinator
942,337,2023-01-18,Weapons Supply,Enabler,Severe,City_10,337;491;421;3,Weapons Supply operation led by Enabler
943,34,2020-04-11,Collection,Peripheral,Medium,City_5,34;450,Collection operation led by Peripheral
944,140,2024-06-19,Territory Control,Coordinator,Medium,City_2,140;187,Territory Control operation led by Coordinator
945,129,2024-06-17,Resource Distribution,Broker,High,City_7,129;89;104;383,Resource Distribution operation led by Broker
946,129,2023-07-04,Resource Distribution,Broker,Severe,City_5,129;125,Resource Distribution operation led by Broker
947,389,2023-11-14,Arson,Peripheral,Low,City_9,389;377;376,Arson operation led by Peripheral
948,474,2023-02-10,Strategic Planning,Coordinator,Severe,City_3,474;174;126,Strategic Planning operation led by Coordinator
949,354,2023-08-26,Drug Trafficking,Enabler,Severe,City_9,354;3;335;20,Drug Trafficking operation led by Enabler
950,68,2023-12-01,Coordination,Broker,Severe,City_9,68;105;202;442;323,Coordination operation led by Broker
951,309,2022-09-30,Document Forgery,Enabler,Severe,City_6,309;165;153;420,Document Forgery operation led by Enabler
952,68,2020-04-08,Illegal Contracts,Broker,Medium,City_2,68;139,Illegal Contracts operation led by Broker
953,363,2023-07-07,Extortion,Broker,Medium,City_9,363;296;290;393;69,Extortion operation led by Broker
954,401,2022-01-23,Arson,Peripheral,High,City_10,401;87;211;323,Arson operation led by Peripheral
955,89,2021-03-21,Extortion,Broker,Severe,City_3,89;104;354,Extortion operation led by Broker
956,450,2022-01-15,Intimidation,Peripheral,Low,City_5,450;145;72;93;265,Intimidation operation led by Peripheral
957,208,2022-03-08,Arson,Peripheral,Low,City_9,208;497,Arson operation led by Peripheral
958,431,2020-10-01,Robbery,Peripheral,Medium,City_4,431;64;156;102,Robbery operation led by Peripheral
959,344,2022-11-20,Robbery,Peripheral,Medium,City_7,344;425;408,Robbery operation led by Peripheral
960,428,2024-10-11,Robbery,Peripheral,Low,City_2,428;199;262;106,Robbery operation led by Peripheral
961,126,2021-07-20,Coordination,Broker,Medium,City_6,126;492;191,Coordination operation led by Broker
962,138,2023-03-06,Logistics,Enabler,Medium,City_3,138;306;495;297,Logistics operation led by Enabler
963,67,2020-05-25,Logistics,Enabler,Medium,City_4,67;117;399;364;366,Logistics operation led by Enabler
964,315,2020-09-21,Weapons Supply,Enabler,Medium,City_8,315;490;444;299;374,Weapons Supply operation led by Enabler
965,22,2021-03-22,Drug Trafficking,Enabler,Low,City_2,22;478,Drug Trafficking operation led by Enabler
966,174,2020-05-07,Extortion,Broker,Medium,City_8,174;333;294,Extortion operation led by Broker
967,149,2022-08-07,Robbery,Peripheral,Low,City_7,149;424;27,Robbery operation led by Peripheral
968,117,2022-02-27,Illegal Contracts,Broker,High,City_10,117;410,Illegal Contracts operation led by Broker
969,224,2021-10-25,Weapons Supply,Enabler,Severe,City_5,224;421;126;7;340,Weapons Supply operation led by Enabler
970,376,2023-03-03,Robbery,Peripheral,Low,City_8,376;249;392;25,Robbery operation led by Peripheral
971,461,2022-09-03,Collection,Peripheral,High,City_8,461;413;393;275;412,Collection operation led by Peripheral
972,11,2021-03-09,Arson,Peripheral,Low,City_2,11;39;419;227;410,Arson operation led by Peripheral
973,61,2023-05-03,Extortion,Broker,Medium,City_7,61;393;136,Extortion operation led by Broker
974,398,2020-05-26,Illegal Contracts,Broker,High,City_3,398;326;190,Illegal Contracts operation led by Broker
975,69,2022-06-10,Resource Distribution,Broker,High,City_7,69;107;467,Resource Distribution operation led by Broker
976,89,2020-11-29,Resource Distribution,Broker,Medium,City_3,89;173;78;68;108,Resource Distribution operation led by Broker
977,280,2022-04-03,Collection,Peripheral,Low,City_8,280;285;410,Collection operation led by Peripheral
978,344,2022-08-20,Intimidation,Peripheral,Low,City_2,344;224,Intimidation operation led by Peripheral
979,39,2023-12-31,Collection,Peripheral,Low,City_10,39;57;273;283,Collection operation led by Peripheral
980,70,2021-09-05,Collection,Peripheral,High,City_1,70;354;241;65,Collection operation led by Peripheral
981,136,2020-12-14,Illegal Contracts,Broker,Low,City_8,136;206;139,Illegal Contracts operation led by Broker
982,201,2020-05-17,Document Forgery,Enabler,Medium,City_4,201;303,Document Forgery operation led by Enabler
983,254,2024-06-22,Collection,Peripheral,Medium,City_10,254;131;376;271,Collection operation led by Peripheral
984,158,2022-04-26,Collection,Peripheral,Medium,City_7,158;307,Collection operation led by Peripheral
985,24,2024-10-08,Coordination,Broker,Medium,City_7,24;107;281,Coordination operation led by Broker
986,287,2020-03-04,Robbery,Peripheral,Medium,City_2,287;235;137,Robbery operation led by Peripheral
987,485,2020-08-12,Logistics,Enabler,High,City_7,485;264;496,Logistics operation led by Enabler
988,18,2023-11-08,Territory Control,Coordinator,Medium,City_7,18;433;304;269,Territory Control operation led by Coordinator
989,323,2023-03-03,Drug Trafficking,Enabler,Severe,City_4,323;449;270;87,Drug Trafficking operation led by Enabler
990,312,2021-05-26,Intimidation,Peripheral,Medium,City_7,312;144;149,Intimidation operation led by Peripheral
991,203,2021-08-22,Intimidation,Peripheral,High,City_5,203;176;108;160,Intimidation operation led by Peripheral
992,258,2023-08-10,Drug Trafficking,Enabler,Low,City_10,258;216;29,Drug Trafficking operation led by Enabler
993,168,2020-02-21,Document Forgery,Enabler,Low,City_6,168;192;498;273,Document Forgery operation led by Enabler
994,218,2020-01-07,Arson,Peripheral,Low,City_5,218;388;108;83,Arson operation led by Peripheral
995,242,2023-10-22,Collection,Peripheral,High,City_2,242;403;192,Collection operation led by Peripheral
996,164,2022-11-02,Collection,Peripheral,Medium,City_3,164;8;458,Collection operation led by Peripheral
997,307,2020-02-26,Collection,Peripheral,Low,City_6,307;342;128,Collection operation led by Peripheral
998,204,2020-10-01,Collection,Peripheral,Low,City_6,204;280;221;222,Collection operation led by Peripheral
999,338,2024-05-27,Weapons Supply,Enabler,Severe,City_5,338;212,Weapons Supply operation led by Enabler
1000,268,2024-06-09,Collection,Peripheral,High,City_6,268;201,Collection operation led by Peripheral
1001,250,2022-01-16,Arson,Peripheral,Low,City_6,250;236;154;82,Arson operation led by Peripheral
1002,406,2022-02-22,Illegal Contracts,Broker,Severe,City_1,406;177;367;234;80,Illegal Contracts operation led by Broker
1003,410,2020-10-19,Logistics,Enabler,Low,City_1,410;489,Logistics operation led by Enabler
1004,69,2024-09-22,Illegal Contracts,Broker,High,City_7,69;445,Illegal Contracts operation led by Broker
1005,437,2023-10-29,Intimidation,Peripheral,Medium,City_4,437;270;318,Intimidation operation led by Peripheral
1006,428,2023-01-17,Robbery,Peripheral,Low,City_10,428;57,Robbery operation led by Peripheral
1007,302,2020-06-10,Territory Control,Coordinator,High,City_3,302;446;264;449,Territory Control operation led by Coordinator
1008,391,2022-02-21,Intimidation,Peripheral,Medium,City_5,391;494,Intimidation operation led by Peripheral
1009,389,2020-05-17,Collection,Peripheral,High,City_8,389;138;271,Collection operation led by Peripheral
1010,122,2021-08-02,Coordination,Broker,High,City_2,122;90;424;24;290,Coordination operation led by Broker
1011,61,2023-03-03,Extortion,Broker,High,City_2,61;298,Extortion operation led by Broker
1012,312,2022-09-13,Robbery,Peripheral,Low,City_8,312;102;111,Robbery operation led by Peripheral
1013,129,2023-12-07,Resource Distribution,Broker,Severe,City_1,129;191;281;338;82,Resource Distribution operation led by Broker
1014,129,2022-09-05,Coordination,Broker,Low,City_1,129;160;220,Coordination operation led by Broker
1015,257,2023-07-08,Logistics,Enabler,Medium,City_1,257;298;88;227,Logistics operation led by Enabler
1016,398,2021-01-25,Coordination,Broker,Medium,City_7,398;430;478;220;80,Coordination operation led by Broker
1017,1,2021-01-01,Logistics,Enabler,Low,City_7,1;298;494,Logistics operation led by Enabler
1018,410,2022-08-09,Document Forgery,Enabler,Low,City_8,410;456;210;174,Document Forgery operation led by Enabler
1019,296,2020-11-02,Logistics,Enabler,Low,City_4,296;165;105;170;465,Logistics operation led by Enabler
1020,52,2024-11-29,Robbery,Peripheral,Low,City_10,52;207;261;422,Robbery operation led by Peripheral
1021,327,2024-12-26,Intimidation,Peripheral,Low,City_8,327;103;310,Intimidation operation led by Peripheral
1022,385,2020-03-28,Collection,Peripheral,Medium,City_7,385;36;37;46,Collection operation led by Peripheral
1023,91,2022-03-28,Arson,Peripheral,Low,City_6,91;21;342;415;55,Arson operation led by Peripheral
1024,403,2022-08-30,Intimidation,Peripheral,Medium,City_5,403;32,Intimidation operation led by Peripheral
1025,172,2023-10-20,Collection,Peripheral,Medium,City_8,172;39;426,Collection operation led by Peripheral
1026,73,2021-12-05,Robbery,Peripheral,Low,City_3,73;348;320,Robbery operation led by Peripheral
1027,359,2021-01-18,Illegal Contracts,Broker,Low,City_10,359;326;395;22,Illegal Contracts operation led by Broker
1028,349,2022-05-30,Intimidation,Peripheral,Medium,City_10,349;340;440;204,Intimidation operation led by Peripheral
1029,161,2022-04-04,Illegal Contracts,Broker,Medium,City_6,161;352,Illegal Contracts operation led by Broker
1030,470,2023-02-09,Intimidation,Peripheral,Low,City_4,470;166;355;203,Intimidation operation led by Peripheral
1031,417,2023-05-29,Arson,Peripheral,Low,City_5,417;66;255;456,Arson operation led by Peripheral
1032,186,2024-07-21,Drug Trafficking,Enabler,Low,City_4,186;410,Drug Trafficking operation led by Enabler
1033,438,2023-10-01,Illegal Contracts,Broker,High,City_9,438;216;406;321;202,Illegal Contracts operation led by Broker
1034,201,2020-02-14,Logistics,Enabler,Medium,City_9,201;174;385,Logistics operation led by Enabler
1035,281,2022-08-28,Resource Distribution,Broker,Severe,City_10,281;168,Resource Distribution operation led by Broker
1036,199,2023-08-07,Arson,Peripheral,Medium,City_9,199;319;119,Arson operation led by Peripheral
1037,349,2022-05-21,Collection,Peripheral,Medium,City_7,349;355;277,Collection operation led by Peripheral
1038,349,2023-02-03,Robbery,Peripheral,Low,City_10,349;470,Robbery operation led by Peripheral
1039,256,2023-02-09,Robbery,Peripheral,High,City_6,256;292,Robbery operation led by Peripheral
1040,264,2021-04-03,Document Forgery,Enabler,Low,City_9,264;477,Document Forgery operation led by Enabler
1041,223,2023-04-10,Collection,Peripheral,High,City_3,223;405;307,Collection operation led by Peripheral
1042,414,2022-12-08,Document Forgery,Enabler,Medium,City_2,414;144;233;219;44,Document Forgery operation led by Enabler
1043,317,2021-07-24,Resource Distribution,Broker,High,City_9,317;265,Resource Distribution operation led by Broker
1044,230,2022-02-11,Robbery,Peripheral,High,City_2,230;293;14;199,Robbery operation led by Peripheral
1045,314,2023-12-23,Extortion,Broker,Severe,City_4,314;248;160;438;129,Extortion operation led by Broker
1046,14,2020-11-28,Weapons Supply,Enabler,Low,City_6,14;286;57;105;133,Weapons Supply operation led by Enabler
1047,18,2023-04-14,Territory Control,Coordinator,Severe,City_10,18;132,Territory Control operation led by Coordinator
1048,117,2022-06-13,Extortion,Broker,High,City_8,117;80,Extortion operation led by Broker
1049,122,2022-07-01,Extortion,Broker,Severe,City_5,122;213;174;348,Extortion operation led by Broker
1050,233,2020-10-16,Weapons Supply,Enabler,High,City_10,233;463;470,Weapons Supply operation led by Enabler
1051,200,2022-11-06,Drug Trafficking,Enabler,Severe,City_10,200;213;21;316,Drug Trafficking operation led by Enabler
1052,27,2023-06-22,Intimidation,Peripheral,Low,City_7,27;252;166,Intimidation operation led by Peripheral
1053,182,2023-03-30,Document Forgery,Enabler,Low,City_3,182;382;334;156;396,Document Forgery operation led by Enabler
1054,292,2021-02-04,Intimidation,Peripheral,Low,City_9,292;231;164,Intimidation operation led by Peripheral
1055,18,2023-09-20,Corruption,Coordinator,Severe,City_4,18;46;350;332,Corruption operation led by Coordinator
1056,498,2022-04-12,Collection,Peripheral,Medium,City_2,498;223;213,Collection operation led by Peripheral
1057,251,2022-11-28,Robbery,Peripheral,Low,City_1,251;386;276,Robbery operation led by Peripheral
1058,44,2023-07-29,Intimidation,Peripheral,High,City_1,44;466;426,Intimidation operation led by Peripheral
1059,155,2020-09-18,Resource Distribution,Broker,High,City_5,155;313,Resource Distribution operation led by Broker
1060,354,2020-11-20,Drug Trafficking,Enabler,Medium,City_5,354;462;475,Drug Trafficking operation led by Enabler
1061,341,2024-10-05,Intimidation,Peripheral,High,City_4,341;494,Intimidation operation led by Peripheral
1062,472,2024-03-01,Intimidation,Peripheral,High,City_2,472;494,Intimidation operation led by Peripheral
1063,442,2024-01-04,Resource Distribution,Broker,Low,City_9,442;82;439,Resource Distribution operation led by Broker
1064,399,2024-07-29,Intimidation,Peripheral,Low,City_1,399;348,Intimidation operation led by Peripheral
1065,300,2023-12-08,Weapons Supply,Enabler,Medium,City_3,300;243;101,Weapons Supply operation led by Enabler
1066,469,2024-07-26,Arson,Peripheral,Low,City_8,469;338;154;180,Arson operation led by Peripheral
1067,153,2023-09-26,Collection,Peripheral,Medium,City_10,153;63;211,Collection operation led by Peripheral
1068,75,2020-02-13,Arson,Peripheral,Low,City_7,75;418;65;373;150,Arson operation led by Peripheral
1069,139,2022-04-24,Document Forgery,Enabler,Low,City_6,139;284;102;342,Document Forgery operation led by Enabler
1070,240,2021-11-02,Territory Control,Coordinator,Severe,City_8,240;109;177;227;104,Territory Control operation led by Coordinator
1071,342,2024-04-19,Arson,Peripheral,Low,City_5,342;60,Arson operation led by Peripheral
1072,9,2020-01-17,Arson,Peripheral,Medium,City_4,9;192;403,Arson operation led by Peripheral
1073,129,2024-06-15,Coordination,Broker,Medium,City_9,129;354;233;210;313,Coordination operation led by Broker
1074,490,2022-03-02,Weapons Supply,Enabler,Low,City_9,490;381,Weapons Supply operation led by Enabler
1075,282,2023-01-10,Arson,Peripheral,Low,City_8,282;273;241,Arson operation led by Peripheral
1076,302,2022-09-05,Territory Control,Coordinator,Severe,City_3,302;174;294,Territory Control operation led by Coordinator
1077,167,2021-11-14,Arson,Peripheral,Medium,City_3,167;470;99,Arson operation led by Peripheral
1078,129,2023-09-14,Extortion,Broker,High,City_2,129;330;490;125,Extortion operation led by Broker
1079,321,2020-09-01,Resource Distribution,Broker,High,City_9,321;228;393;88,Resource Distribution operation led by Broker
1080,50,2024-07-27,Document Forgery,Enabler,High,City_3,50;205;478,Document Forgery operation led by Enabler
1081,152,2020-09-03,Coordination,Broker,Medium,City_4,152;155,Coordination operation led by Broker
1082,477,2021-09-13,Collection,Peripheral,Medium,City_6,477;410,Collection operation led by Peripheral
1083,393,2024-10-11,Drug Trafficking,Enabler,Severe,City_4,393;26;288;228;484,Drug Trafficking operation led by Enabler
1084,463,2024-10-23,Robbery,Peripheral,Medium,City_2,463;470,Robbery operation led by Peripheral
1085,245,2021-06-21,Collection,Peripheral,Low,City_3,245;295;218;324;410,Collection operation led by Peripheral
1086,447,2020-06-24,Arson,Peripheral,Medium,City_7,447;284;354,Arson operation led by Peripheral
1087,412,2024-10-29,Intimidation,Peripheral,Low,City_3,412;230;232;427,Intimidation operation led by Peripheral
1088,406,2021-10-14,Illegal Contracts,Broker,High,City_10,406;157,Illegal Contracts operation led by Broker
1089,261,2023-11-13,Arson,Peripheral,Low,City_5,261;170,Arson operation led by Peripheral
1090,436,2021-05-20,Robbery,Peripheral,Low,City_2,436;118,Robbery operation led by Peripheral
1091,423,2024-09-16,Intimidation,Peripheral,High,City_4,423;487;405,Intimidation operation led by Peripheral
1092,293,2024-06-10,Intimidation,Peripheral,High,City_3,293;208,Intimidation operation led by Peripheral
1093,440,2022-01-10,Drug Trafficking,Enabler,High,City_1,440;177,Drug Trafficking operation led by Enabler
1094,216,2020-10-09,Coordination,Broker,Low,City_3,216;224;438;206,Coordination operation led by Broker
1095,352,2022-06-06,Illegal Contracts,Broker,Low,City_5,352;429;359,Illegal Contracts operation led by Broker
1096,193,2020-04-26,Arson,Peripheral,Medium,City_7,193;25;419,Arson operation led by Peripheral
1097,375,2021-04-10,Logistics,Enabler,Medium,City_4,375;293;2;431,Logistics operation led by Enabler
1098,256,2024-11-06,Collection,Peripheral,Medium,City_7,256;291;357,Collection operation led by Peripheral
